"No.","Time","Source","Destination","Protocol","Length","Info"
"236","118.627472","10.16.80.234","119.235.235.91","TCP","56","55063 > http [ACK] Seq=478 Ack=352 Win=65184 Len=0"
"237","118.630646","10.16.80.234","119.235.235.91","TCP","56","55063 > http [FIN, ACK] Seq=478 Ack=352 Win=65184 Len=0"
"238","118.638306","10.16.80.234","119.235.235.91","TCP","76","33914 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=324924 TSecr=0 WS=8"
"239","119.147156","119.235.235.91","10.16.80.234","HTTP","71","HTTP/1.1 502 Bad Gateway "
"240","119.147400","10.16.80.234","119.235.235.91","TCP","56","55063 > http [RST] Seq=478 Win=0 Len=0"
"241","119.167755","119.235.235.91","10.16.80.234","TCP","56","http > 55063 [FIN, ACK] Seq=367 Ack=479 Win=7504 Len=0"
"242","119.167877","10.16.80.234","119.235.235.91","TCP","56","55063 > http [RST] Seq=479 Win=0 Len=0"
"243","119.167786","119.235.235.91","10.16.80.234","TCP","60","http > 33914 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"244","119.168091","10.16.80.234","119.235.235.91","TCP","56","33914 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"245","119.174438","10.16.80.234","119.235.235.91","HTTP","377","POST /P3 HTTP/1.1 "
"246","119.437012","119.235.235.91","10.16.80.234","TCP","56","http > 33914 [ACK] Seq=1 Ack=322 Win=6432 Len=0"
"247","122.477051","119.235.235.91","10.16.80.234","TCP","123","[TCP segment of a reassembled PDU]"
"248","122.477417","10.16.80.234","119.235.235.91","TCP","56","33914 > http [ACK] Seq=322 Ack=68 Win=65468 Len=0"
"249","122.480774","10.16.80.234","119.235.235.91","TCP","56","33914 > http [FIN, ACK] Seq=322 Ack=68 Win=65468 Len=0"
"250","122.523346","10.16.80.234","119.235.235.91","TCP","76","49328 > http [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM=1 TSval=325313 TSecr=0 WS=8"
"251","122.687012","119.235.235.91","10.16.80.234","HTTP","67","HTTP/1.1 502 Bad Gateway "
"252","122.687164","10.16.80.234","119.235.235.91","TCP","56","33914 > http [RST] Seq=322 Win=0 Len=0"
"253","122.687012","119.235.235.91","10.16.80.234","TCP","56","http > 33914 [FIN, ACK] Seq=79 Ack=323 Win=6432 Len=0"
"254","122.687225","10.16.80.234","119.235.235.91","TCP","56","33914 > http [RST] Seq=323 Win=0 Len=0"
"255","122.766998","119.235.235.91","10.16.80.234","TCP","60","http > 49328 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460"
"256","122.767151","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1 Ack=1 Win=65535 Len=0"
"257","122.769958","10.16.80.234","119.235.235.91","HTTP","377","POST /P3 HTTP/1.1 "
"258","123.076813","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=1 Ack=322 Win=6432 Len=0"
"259","123.117004","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"260","123.117187","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=322 Ack=102 Win=65434 Len=0"
"261","123.347107","119.235.235.91","10.16.80.234","HTTP","445","HTTP/1.1 200 OK "
"262","123.347442","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=322 Ack=491 Win=65045 Len=0"
"263","123.417694","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"264","123.647217","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=491 Ack=478 Win=7504 Len=0"
"265","131.476532","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"266","131.476715","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=478 Ack=592 Win=64944 Len=0"
"267","131.506622","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=491 Ack=478 Win=7504 Len=101"
"268","131.506775","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 266#1] 49328 > http [ACK] Seq=478 Ack=592 Win=64944 Len=0"
"269","131.697571","119.235.235.91","10.16.80.234","HTTP","318","HTTP/1.1 200 OK "
"270","131.697937","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=478 Ack=854 Win=64682 Len=0"
"271","131.833801","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"272","131.959106","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"273","132.066559","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=854 Ack=634 Win=8576 Len=0"
"274","132.266785","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"275","132.267181","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=558 Ack=216 Win=65320 Len=0"
"276","132.296753","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"277","132.297027","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=634 Ack=955 Win=64581 Len=0"
"278","132.476745","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"279","132.477020","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=558 Ack=244 Win=65292 Len=0"
"280","132.526947","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"281","132.527313","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=634 Ack=1123 Win=64413 Len=0"
"282","132.554993","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"283","132.756622","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=1123 Ack=790 Win=9648 Len=0"
"284","138.236816","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"285","138.270996","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=790 Ack=1224 Win=64312 Len=0"
"286","138.486786","119.235.235.91","10.16.80.234","HTTP","331","HTTP/1.1 200 OK "
"287","138.487152","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=790 Ack=1499 Win=64037 Len=0"
"288","138.577087","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"289","138.692352","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"290","138.806671","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=1499 Ack=946 Win=10720 Len=0"
"291","138.986267","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"292","138.986450","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=761 Ack=341 Win=65195 Len=0"
"293","139.186493","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"294","139.186676","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=761 Ack=369 Win=65167 Len=0"
"295","141.846435","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"296","141.846802","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=946 Ack=1600 Win=63936 Len=0"
"297","143.226196","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=1499 Ack=946 Win=10720 Len=101"
"298","143.227478","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 296#1] 49328 > http [ACK] Seq=946 Ack=1600 Win=63936 Len=0"
"299","143.446380","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=1499 Ack=946 Win=10720 Len=101"
"300","143.446594","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 296#2] 49328 > http [ACK] Seq=946 Ack=1600 Win=63936 Len=0"
"301","144.276398","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"302","144.276733","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=946 Ack=1768 Win=63768 Len=0"
"303","144.315887","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"304","147.150879","10.16.80.234","119.235.235.91","HTTP","212","[TCP Retransmission] POST /P3 HTTP/1.1 "
"305","149.386261","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=1768 Ack=1102 Win=10720 Len=0"
"306","150.849853","10.16.80.234","119.235.235.91","HTTP","217","POST /C2 HTTP/1.1 "
"307","151.865906","119.235.235.91","10.16.80.234","TCP","56","[TCP Dup ACK 305#1] http > 49328 [ACK] Seq=1768 Ack=1102 Win=10720 Len=0"
"308","153.116150","119.235.235.91","10.16.80.234","TCP","56","http > 39899 [ACK] Seq=369 Ack=922 Win=9648 Len=0"
"309","153.156189","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"310","153.156525","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=922 Ack=466 Win=65070 Len=0"
"311","153.326355","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"312","153.326507","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1102 Ack=1869 Win=63667 Len=0"
"313","153.716461","119.235.235.91","10.16.80.234","TCP","153","[TCP Retransmission] http > 39899 [PSH, ACK] Seq=369 Ack=922 Win=9648 Len=97"
"314","153.716705","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 310#1] 39899 > http [ACK] Seq=922 Ack=466 Win=65070 Len=0"
"315","153.766327","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=1768 Ack=1102 Win=10720 Len=101"
"316","153.766601","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 312#1] 49328 > http [ACK] Seq=1102 Ack=1869 Win=63667 Len=0"
"317","153.806274","119.235.235.91","10.16.80.234","TCP","153","[TCP Retransmission] http > 39899 [PSH, ACK] Seq=369 Ack=922 Win=9648 Len=97"
"318","153.806579","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 310#2] 39899 > http [ACK] Seq=922 Ack=466 Win=65070 Len=0"
"319","153.896240","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"320","153.896759","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=922 Ack=487 Win=65049 Len=0"
"321","153.956268","119.235.235.91","10.16.80.234","HTTP","322","HTTP/1.1 200 OK "
"322","153.956634","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1102 Ack=2135 Win=63401 Len=0"
"323","153.978638","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"324","154.596252","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=2135 Ack=1258 Win=10720 Len=0"
"325","154.796356","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"326","154.840912","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1258 Ack=2236 Win=63300 Len=0"
"327","155.425964","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"328","155.426361","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1258 Ack=2404 Win=63132 Len=0"
"329","155.486023","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"330","158.130951","10.16.80.234","119.235.235.91","HTTP","212","[TCP Retransmission] POST /P3 HTTP/1.1 "
"331","158.606293","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=2404 Ack=1414 Win=10720 Len=0"
"332","169.767181","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"333","169.767547","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1414 Ack=2505 Win=63031 Len=0"
"334","209.303039","10.16.80.234","119.235.235.91","HTTP","219","POST /C2 HTTP/1.1 "
"335","213.380981","10.16.80.234","119.235.235.91","HTTP","219","[TCP Retransmission] POST /C2 HTTP/1.1 "
"336","213.556915","119.235.235.91","10.16.80.234","TCP","56","http > 39899 [ACK] Seq=487 Ack=1085 Win=10720 Len=0"
"337","213.576843","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"338","213.576935","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1085 Ack=584 Win=64952 Len=0"
"339","213.616608","119.235.235.91","10.16.80.234","TCP","56","[TCP Dup ACK 337#1] http > 39899 [ACK] Seq=584 Ack=1085 Win=10720 Len=0"
"340","213.816772","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"341","213.817108","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1085 Ack=605 Win=64931 Len=0"
"342","229.459930","111.91.132.45","10.16.80.234","TURN CHANNEL","381","Channel Id 0x5900"
"343","229.492340","10.16.80.234","111.91.132.45","TURN CHANNEL","221","Channel Id 0x5100"
"344","229.740051","111.91.132.45","10.16.80.234","TCP","674","hpvroom > 37189 [PSH, ACK] Seq=379 Ack=219 Win=7504 Len=618"
"345","229.770874","10.16.80.234","111.91.132.45","TCP","56","37189 > hpvroom [ACK] Seq=219 Ack=997 Win=63764 Len=0"
"346","229.808990","10.16.80.234","111.91.132.45","TURN CHANNEL","221","Channel Id 0x5100"
"347","229.910095","111.91.132.45","10.16.80.234","TURN CHANNEL","125","Channel Id 0x5900"
"348","229.910217","10.16.80.234","111.91.132.45","TCP","56","37189 > hpvroom [ACK] Seq=384 Ack=1066 Win=63695 Len=0"
"349","229.969848","111.91.132.45","10.16.80.234","TCP","56","hpvroom > 37189 [ACK] Seq=1066 Ack=384 Win=8576 Len=0"
"350","229.969971","10.16.80.234","111.91.132.45","TURN CHANNEL","221","Channel Id 0x5100"
"351","230.060181","111.91.132.45","10.16.80.234","TURN CHANNEL","125","Channel Id 0x5900"
"352","230.060303","10.16.80.234","111.91.132.45","TCP","56","37189 > hpvroom [ACK] Seq=549 Ack=1135 Win=63626 Len=0"
"353","230.120087","111.91.132.45","10.16.80.234","TCP","56","hpvroom > 37189 [ACK] Seq=1135 Ack=549 Win=9648 Len=0"
"354","230.340179","111.91.132.45","10.16.80.234","TURN CHANNEL","125","Channel Id 0x5900"
"355","230.340271","10.16.80.234","111.91.132.45","TCP","56","37189 > hpvroom [ACK] Seq=549 Ack=1204 Win=63557 Len=0"
"356","236.416107","10.16.80.234","119.235.235.91","HTTP","224","POST /C2 HTTP/1.1 "
"357","244.559570","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=2404 Ack=1414 Win=10720 Len=101"
"358","244.561706","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 333#1] 49328 > http [ACK] Seq=1414 Ack=2505 Win=63031 Len=0"
"359","244.570892","10.16.80.234","119.235.235.91","HTTP","224","[TCP Retransmission] POST /C2 HTTP/1.1 "
"360","244.799408","119.235.235.91","10.16.80.234","HTTP","335","HTTP/1.1 200 OK "
"361","244.799408","119.235.235.91","10.16.80.234","TCP","56","http > 39899 [ACK] Seq=605 Ack=1253 Win=10720 Len=0"
"362","244.799621","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1414 Ack=2784 Win=62752 Len=0"
"363","244.819580","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"364","244.819610","119.235.235.91","10.16.80.234","TCP","56","[TCP Dup ACK 363#1] http > 39899 [ACK] Seq=702 Ack=1253 Win=10720 Len=0"
"365","244.820068","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1253 Ack=702 Win=64834 Len=0"
"366","245.040771","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"367","245.041168","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1253 Ack=723 Win=64813 Len=0"
"368","245.090362","10.16.80.234","119.235.235.91","HTTP","377","POST /P3 HTTP/1.1 "
"369","245.241638","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"370","245.369720","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=2784 Ack=1735 Win=10720 Len=0"
"371","245.399322","119.235.235.91","10.16.80.234","TCP","158","[TCP segment of a reassembled PDU]"
"372","245.399597","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1735 Ack=2886 Win=62650 Len=0"
"373","245.489502","119.235.235.91","10.16.80.234","TCP","56","http > 39899 [ACK] Seq=723 Ack=1456 Win=10720 Len=0"
"374","245.499725","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"375","245.500000","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1456 Ack=820 Win=64716 Len=0"
"376","245.689728","119.235.235.91","10.16.80.234","HTTP","1296","HTTP/1.1 200 OK "
"377","245.690094","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1735 Ack=4126 Win=61410 Len=0"
"378","245.719330","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"379","245.719818","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1456 Ack=848 Win=64688 Len=0"
"380","246.001922","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"381","246.139160","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"382","246.309448","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"383","246.309845","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1891 Ack=4227 Win=61309 Len=0"
"384","246.399719","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"385","246.400085","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1659 Ack=945 Win=64591 Len=0"
"386","246.539459","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"387","246.539642","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=1891 Ack=4395 Win=61141 Len=0"
"388","246.619568","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"389","246.619995","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1659 Ack=973 Win=64563 Len=0"
"390","246.661713","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"391","248.209564","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"392","248.209930","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2047 Ack=4496 Win=61040 Len=0"
"393","248.219574","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=4395 Ack=2047 Win=10720 Len=101"
"394","248.219910","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 392#1] 49328 > http [ACK] Seq=2047 Ack=4496 Win=61040 Len=0"
"395","248.439728","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"396","248.440063","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2047 Ack=4664 Win=60872 Len=0"
"397","248.470001","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"398","248.750275","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=4664 Ack=2203 Win=10720 Len=0"
"399","264.767639","10.16.80.234","119.235.235.91","HTTP","218","POST /C2 HTTP/1.1 "
"400","266.160644","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"401","266.160919","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1821 Ack=1070 Win=64466 Len=0"
"402","266.170624","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"403","266.200897","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2203 Ack=4765 Win=60771 Len=0"
"404","266.390564","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"405","266.390777","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1821 Ack=1091 Win=64445 Len=0"
"406","266.430725","119.235.235.91","10.16.80.234","HTTP","323","HTTP/1.1 200 OK "
"407","266.431152","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2203 Ack=5032 Win=60504 Len=0"
"408","266.466369","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"409","266.720642","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=5032 Ack=2359 Win=10720 Len=0"
"410","266.730774","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"411","266.770904","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2359 Ack=5133 Win=60403 Len=0"
"412","266.991089","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"413","266.994049","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2359 Ack=5301 Win=60235 Len=0"
"414","267.061676","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"415","267.350464","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=5301 Ack=2515 Win=10720 Len=0"
"416","284.241638","10.16.80.234","119.235.235.91","HTTP","219","POST /C2 HTTP/1.1 "
"417","285.915741","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"418","285.916046","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1984 Ack=1188 Win=64348 Len=0"
"419","285.925781","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"420","285.925934","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2515 Ack=5402 Win=60134 Len=0"
"421","286.135925","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"422","286.136230","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=1984 Ack=1209 Win=64327 Len=0"
"423","286.150940","119.235.235.91","10.16.80.234","HTTP","324","HTTP/1.1 200 OK "
"424","286.151184","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2515 Ack=5670 Win=59866 Len=0"
"425","286.187164","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"426","286.856018","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=5670 Ack=2671 Win=10720 Len=0"
"427","286.895996","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"428","286.930939","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2671 Ack=5771 Win=59765 Len=0"
"429","287.156402","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"430","287.156860","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2671 Ack=5939 Win=59597 Len=0"
"431","287.222565","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"432","288.365723","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=5939 Ack=2827 Win=10720 Len=0"
"433","313.012482","10.16.80.234","119.235.235.91","HTTP","230","POST /C2 HTTP/1.1 "
"434","314.169189","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"435","314.169372","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2158 Ack=1306 Win=64230 Len=0"
"436","314.188965","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"437","314.189087","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2827 Ack=6040 Win=59496 Len=0"
"438","314.379211","119.235.235.91","10.16.80.234","HTTP","77","HTTP/1.1 200 OK "
"439","314.379577","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2158 Ack=1327 Win=64209 Len=0"
"440","314.409302","119.235.235.91","10.16.80.234","HTTP","335","HTTP/1.1 200 OK "
"441","314.409576","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2827 Ack=6319 Win=59217 Len=0"
"442","314.485077","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"443","316.059723","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=6319 Ack=2983 Win=10720 Len=0"
"444","316.059723","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"445","316.059753","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=6319 Ack=2983 Win=10720 Len=101"
"446","316.060242","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2983 Ack=6420 Win=59116 Len=0"
"447","316.060333","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 446#1] 49328 > http [ACK] Seq=2983 Ack=6420 Win=59116 Len=0"
"448","316.791351","119.235.235.91","10.16.80.234","TCP","157","[TCP Retransmission] http > 49328 [PSH, ACK] Seq=6319 Ack=2983 Win=10720 Len=101"
"449","316.791717","10.16.80.234","119.235.235.91","TCP","56","[TCP Dup ACK 446#2] 49328 > http [ACK] Seq=2983 Ack=6420 Win=59116 Len=0"
"450","316.979004","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"451","316.979339","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=2983 Ack=6588 Win=58948 Len=0"
"452","317.044494","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"453","317.328766","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=6588 Ack=3139 Win=10720 Len=0"
"454","320.498932","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"455","320.499267","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3139 Ack=6689 Win=58847 Len=0"
"456","320.748810","119.235.235.91","10.16.80.234","HTTP","322","HTTP/1.1 200 OK "
"457","320.749145","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3139 Ack=6955 Win=58581 Len=0"
"458","320.869690","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"459","320.991455","10.16.80.234","119.235.235.91","HTTP","259","POST /S3 HTTP/1.1 "
"460","321.378845","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=6955 Ack=3295 Win=10720 Len=0"
"461","321.398895","119.235.235.91","10.16.80.234","TCP","153","[TCP segment of a reassembled PDU]"
"462","321.399200","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2361 Ack=1424 Win=64112 Len=0"
"463","321.438873","119.235.235.91","10.16.80.234","TCP","157","[TCP segment of a reassembled PDU]"
"464","321.439056","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3295 Ack=7056 Win=58480 Len=0"
"465","321.669006","119.235.235.91","10.16.80.234","HTTP","84","HTTP/1.1 200 OK "
"466","321.669189","10.16.80.234","119.235.235.91","TCP","56","39899 > http [ACK] Seq=2361 Ack=1452 Win=64084 Len=0"
"467","321.708801","119.235.235.91","10.16.80.234","HTTP","224","HTTP/1.1 200 OK "
"468","321.709076","10.16.80.234","119.235.235.91","TCP","56","49328 > http [ACK] Seq=3295 Ack=7224 Win=58312 Len=0"
"469","321.736389","10.16.80.234","119.235.235.91","HTTP","212","POST /P3 HTTP/1.1 "
"470","323.978546","119.235.235.91","10.16.80.234","TCP","56","http > 49328 [ACK] Seq=7224 Ack=3451 Win=10720 Len=0"
